artist,song,e_label,v_label,youtube_link
Alicia Keys,Karma,2.0,2.0,https://youtube.com/watch?v=EUMC_raxpSc
2Pac,Ghetto Gospel,1.0,1.0,https://youtube.com/watch?v=Do5MMmEygsY
Craig David,Don't Love You No More (I'm Sorry),1.0,1.0,https://youtube.com/watch?v=OfQnNHGN69E
Katie Melua,Nine Million Bicycles,0.0,1.0,https://youtube.com/watch?v=rrPUJsZQSkw
Lil Jon & The East Side Boyz,Lovers And Friends,1.0,1.0,https://youtube.com/watch?v=ghrGEq7yzG8
Mariah Carey,Don't Forget About Us - Radio Edit,1.0,1.0,https://youtube.com/watch?v=ol_nybJz1Lo
Ying Yang Twins,Wait (The Whisper Song),1.0,1.0,https://youtube.com/watch?v=1EOdbPlbKU4
Will Smith,Switch,2.0,1.0,https://youtube.com/watch?v=uzUozo1628U
Bow Wow,Like You (feat. Ciara),1.0,1.0,https://youtube.com/watch?v=b-EqP0BLy1Q
Kaiser Chiefs,Everyday I Love You Less And Less,2.0,1.0,https://youtube.com/watch?v=xAkg4cwJp1Y
Kelly Clarkson,Behind These Hazel Eyes,2.0,1.0,https://youtube.com/watch?v=yipoOY56MbM
Black Eyed Peas,Don't Lie,2.0,1.0,https://youtube.com/watch?v=WbJNkH-pDd8
Westlife,You Raise Me Up,1.0,0.0,https://youtube.com/watch?v=9bxc9hbwkkw
Ray J,One Wish,1.0,1.0,https://youtube.com/watch?v=4VblcPN0eYw
Papa Roach,Scars,2.0,1.0,https://youtube.com/watch?v=eHbNU9WuVgw
Arctic Monkeys,I Bet You Look Good On The Dancefloor,2.0,2.0,https://youtube.com/watch?v=pK7egZaT3hs
Shayne Ward,That's My Goal,1.0,0.0,https://youtube.com/watch?v=gWSfBggWBek
Bow Wow,Let Me Hold You (feat. Omarion),1.0,1.0,https://youtube.com/watch?v=CX2Acz35XWY
Kaiser Chiefs,I Predict A Riot,2.0,1.0,https://youtube.com/watch?v=hamKl-su8PE
Usher,Caught Up,2.0,2.0,https://youtube.com/watch?v=cFkZDhwqoHg
Kelly Clarkson,Because of You,1.0,0.0,https://youtube.com/watch?v=Ra-Om7UMSJc
3 Doors Down,Let Me Go,2.0,1.0,https://youtube.com/watch?v=thc1MtNagC8
Nickelback,Photograph,2.0,1.0,https://youtube.com/watch?v=T3rXdeOvhNE
T-Pain,I'm Sprung,0.0,0.0,https://youtube.com/watch?v=rxRvDpF2FDA
Destiny's Child,Cater 2 U,1.0,1.0,https://youtube.com/watch?v=juqws1LIH-I
The Pussycat Dolls,Stickwitu,1.0,1.0,https://youtube.com/watch?v=K1uNjmxJQUo
Ryan Cabrera,True,1.0,1.0,https://youtube.com/watch?v=ujWfA2gDvSI
Stereophonics,Dakota,2.0,0.0,https://youtube.com/watch?v=SzBJQnD7TRM
Eminem,Like Toy Soldiers,2.0,1.0,https://youtube.com/watch?v=lexLAjh8fPA
Nelly,Over And Over,1.0,1.0,https://youtube.com/watch?v=n3htOCjafTc
Coldplay,Speed of Sound,2.0,1.0,https://youtube.com/watch?v=0k_1kvDh2UA
KT Tunstall,Suddenly I See,2.0,1.0,https://youtube.com/watch?v=9AEoUa0Hlso
Destiny's Child,Girl,2.0,1.0,https://youtube.com/watch?v=ZIszesDaK9U
Kelly Clarkson,Since U Been Gone,2.0,1.0,https://youtube.com/watch?v=R7UrFYvl5TE
U2,Sometimes You Can't Make It On Your Own,1.0,1.0,https://youtube.com/watch?v=DQZoxlBXBXA
The All-American Rejects,Dirty Little Secret,2.0,1.0,https://youtube.com/watch?v=gPDcwjJ8pLg
Toby Keith,As Good As I Once Was,2.0,1.0,https://youtube.com/watch?v=ldQrapQ4d0Y
Gwen Stefani,Cool,2.0,2.0,https://youtube.com/watch?v=TGwZ7MNtBFU
Foo Fighters,Best of You,2.0,1.0,https://youtube.com/watch?v=h_L4Rixya64
Shakira,Hips Don't Lie (feat. Wyclef Jean),2.0,2.0,https://youtube.com/watch?v=DUT5rEU6pqM
Sean Paul,Temperature,1.0,2.0,https://youtube.com/watch?v=dW2MmuA1nI4
Justin Timberlake,SexyBack (feat. Timbaland),1.0,2.0,https://youtube.com/watch?v=3gOHvDP_vCs
Beyoncé,Irreplaceable,2.0,1.0,https://youtube.com/watch?v=2EwViQxSJJQ
Amy Winehouse,Rehab,1.0,2.0,https://youtube.com/watch?v=KUmZp8pR1uc
Rihanna,SOS,2.0,1.0,https://youtube.com/watch?v=IXmF4GbA86E
Gnarls Barkley,Crazy,1.0,1.0,https://youtube.com/watch?v=-N4jf6rtyuw
Busta Rhymes,Touch It,1.0,1.0,https://youtube.com/watch?v=GDtn_FtU614
Nelly Furtado,Maneater,2.0,2.0,https://youtube.com/watch?v=PLolag3YSYU
Bob Sinclar,Rock This Party - Everybody Dance Now,2.0,2.0,https://youtube.com/watch?v=6wOfzs7lSFc
Diddy,Come to Me (feat. Nicole Scherzinger),1.0,1.0,https://youtube.com/watch?v=9Dd2CSWQXUg
Madonna,Sorry,2.0,1.0,https://youtube.com/watch?v=rdccTOcX7o4
Chamillionaire,Ridin',2.0,2.0,https://youtube.com/watch?v=CtwJvgPJ9xw
Black Eyed Peas,Pump It,2.0,2.0,https://youtube.com/watch?v=ZaI2IlHwmgQ
Nelly Furtado,Promiscuous,2.0,2.0,https://youtube.com/watch?v=0J3vgcE5i2o
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,2.0,1.0,https://youtube.com/watch?v=xMuuJ26MlzM
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,2.0,2.0,https://youtube.com/watch?v=bMoNV9oWs2E
The Pussycat Dolls,Buttons,2.0,1.0,https://youtube.com/watch?v=VCLxJd1d84s
Ciara,Get Up (feat. Chamillionaire),1.0,1.0,https://youtube.com/watch?v=OtyPaMYuC0Q
Eminem,Shake That,1.0,1.0,https://youtube.com/watch?v=WrjwGPb0Hvw
Cherish,Do It To It,2.0,2.0,https://youtube.com/watch?v=dPCS68n0s2I
Muse,Supermassive Black Hole,2.0,2.0,https://youtube.com/watch?v=Xsp3_a-PMTw
Chris Brown,Gimme That,1.0,1.0,https://youtube.com/watch?v=3yl-5FOZcr0
Infernal,From Paris to Berlin,2.0,2.0,https://youtube.com/watch?v=THt5u-i2d9k
Cassie,Me & U,1.0,2.0,https://youtube.com/watch?v=zVJ5gsLeCSM
E-40,U and Dat (feat. T. Pain & Kandi Girl),1.0,0.0,https://youtube.com/watch?v=m-fL-vdcBWo
The Pussycat Dolls,Beep,2.0,1.0,https://youtube.com/watch?v=1r9ghI7YcL0
Lil Jon,Snap Yo Fingers,2.0,1.0,https://youtube.com/watch?v=AoA-ByjIf2M
Armand Van Helden,My My My - Radio Edit,2.0,2.0,https://youtube.com/watch?v=gxrxe1yC6PI
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",1.0,1.0,https://youtube.com/watch?v=rwKeWs1YD1U
Yung Joc,It's Goin' Down (feat. Nitti),1.0,1.0,https://youtube.com/watch?v=rFz59Jmgewk
Shayne Ward,No Promises,1.0,0.0,https://youtube.com/watch?v=HLphrgQFHUQ
Justin Timberlake,My Love (feat. T.I.),2.0,2.0,https://youtube.com/watch?v=xjpe7EGyiw8
Nickelback,Savin' Me,2.0,1.0,https://youtube.com/watch?v=_JQiEs32SqQ
Nelly,Grillz,1.0,2.0,https://youtube.com/watch?v=8fijggq5R6w
Take That,Patience,2.0,1.0,https://youtube.com/watch?v=273eSvOwpKk
Fergie,London Bridge,1.0,1.0,https://youtube.com/watch?v=WD33ii01kXI
Cascada,Everytime We Touch - Radio Edit,2.0,1.0,https://youtube.com/watch?v=zSkVHsOmjm4
D4L,Laffy Taffy,1.0,1.0,https://youtube.com/watch?v=3NXBgSCSrIk
LL Cool J,Control Myself,2.0,1.0,https://youtube.com/watch?v=pkmFcBm12rc
Beyoncé,Deja Vu (feat. Jay-Z),2.0,1.0,https://youtube.com/watch?v=RQ9BWndKEgs
P!nk,Stupid Girls,2.0,1.0,https://youtube.com/watch?v=BR4yQFZK9YM
Eminem,When I'm Gone,2.0,2.0,https://youtube.com/watch?v=1wYNFfgrXTI
Kelis,Bossy,1.0,2.0,https://youtube.com/watch?v=SSgp-IIgr4I
Bob Sinclar,Love Generation - Radio Edit,2.0,1.0,https://youtube.com/watch?v=SDikLhLvFC0
Meck,Thunder in My Heart Again (Radio Edit),2.0,2.0,https://youtube.com/watch?v=gRnjIS5WwwA
Mary J. Blige,Be Without You - Kendu Mix,2.0,2.0,https://youtube.com/watch?v=ztQzHXMBe1g
Girls Aloud,Something Kinda Ooooh,2.0,2.0,https://youtube.com/watch?v=AnE6b7ElVvY
Rihanna,Unfaithful,1.0,1.0,https://youtube.com/watch?v=rp4UwPZfRis
Kanye West,Touch The Sky,2.0,1.0,https://youtube.com/watch?v=B95OUKk7alM
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",1.0,1.0,https://youtube.com/watch?v=C4UQ_R4lmng
Evanescence,Call Me When You're Sober,2.0,0.0,https://youtube.com/watch?v=_RrA-R5VHQs
Chingy,Pullin' Me Back,1.0,1.0,https://youtube.com/watch?v=Ow8653IgT_Q
Nickelback,Far Away,2.0,0.0,https://youtube.com/watch?v=j4y-RzVGrHg
Fall Out Boy,"Dance, Dance",2.0,1.0,https://youtube.com/watch?v=C6MOKXm8x50
Leona Lewis,A Moment Like This,1.0,0.0,https://youtube.com/watch?v=sxbX-z5-QHs
T.I.,What You Know,2.0,0.0,https://youtube.com/watch?v=N5lIWti4VUw
Ludacris,Money Maker,1.0,1.0,https://youtube.com/watch?v=T9Op2YQ7yyU
Nick Lachey,What's Left Of Me,2.0,0.0,https://youtube.com/watch?v=899a8WlVpNk
Jibbs,Chain Hang Low,1.0,2.0,https://youtube.com/watch?v=4SBN_ikibtg
Arctic Monkeys,When The Sun Goes Down,2.0,1.0,https://youtube.com/watch?v=EqkBRVukQmE
Rascal Flatts,Life is a Highway,2.0,1.0,https://youtube.com/watch?v=5tXh_MfrMe0
Beyoncé,Check On It (feat. Slim Thug),2.0,2.0,https://youtube.com/watch?v=Q1dUDzBdnmI
Keyshia Cole,Love,1.0,0.0,https://youtube.com/watch?v=9PBZy9j3H3I
Lily Allen,Smile,1.0,2.0,https://youtube.com/watch?v=0WxDrVUrSvI
Ne-Yo,Sexy Love,1.0,1.0,https://youtube.com/watch?v=mgaeGW-2z6w
JoJo,Too Little Too Late,2.0,2.0,https://youtube.com/watch?v=s8LIRtPnuA8
Mary J. Blige,One,2.0,0.0,https://youtube.com/watch?v=ZpDQJnI4OhU
Bubba Sparxxx,Ms. New Booty,1.0,1.0,https://youtube.com/watch?v=znUS2KqPYCw
Amy Winehouse,You Know I'm No Good,2.0,2.0,https://youtube.com/watch?v=b-I2s5zRbHg
Rascal Flatts,What Hurts The Most,2.0,0.0,https://youtube.com/watch?v=7qH4qyi1-Ys
Red Hot Chili Peppers,Dani California,2.0,2.0,https://youtube.com/watch?v=Sb5aq5HcS1A
Scissor Sisters,I Don't Feel Like Dancin',2.0,2.0,https://youtube.com/watch?v=4H5I6y1Qvz0
Ne-Yo,So Sick,1.0,1.0,https://youtube.com/watch?v=IxszlJppRQI
Hinder,Lips Of An Angel,2.0,0.0,https://youtube.com/watch?v=RiSfTyrvJlg
The Raconteurs,"Steady, As She Goes",1.0,1.0,https://youtube.com/watch?v=DXAidGQUuns
The Fratellis,Chelsea Dagger,2.0,1.0,https://youtube.com/watch?v=sEXHeTcxQy4
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),2.0,0.0,https://youtube.com/watch?v=Y9SUZGOOXkY
The Pussycat Dolls,Stickwitu,1.0,1.0,https://youtube.com/watch?v=K1uNjmxJQUo
Panic! At The Disco,I Write Sins Not Tragedies,2.0,2.0,https://youtube.com/watch?v=vc6vs-l5dkc
James Blunt,Goodbye My Lover,0.0,0.0,https://youtube.com/watch?v=wVyggTKDcOE
Christina Aguilera,Ain't No Other Man,2.0,1.0,https://youtube.com/watch?v=8x7Ta89QLo4
Westlife,The Rose,0.0,0.0,https://youtube.com/watch?v=VTCQBuYhq_s
Keane,Is It Any Wonder?,2.0,2.0,https://youtube.com/watch?v=fVe_KVzBFOo
Orson,No Tomorrow,1.0,2.0,https://youtube.com/watch?v=UUmH4rr8vq0
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),1.0,1.0,https://youtube.com/watch?v=QjgZZGo881E
KT Tunstall,Black Horse And The Cherry Tree,2.0,2.0,https://youtube.com/watch?v=PQmDUEv939A
Natasha Bedingfield,Unwritten,2.0,1.0,https://youtube.com/watch?v=b7k0a5hYnSI
Razorlight,America,1.0,0.0,https://youtube.com/watch?v=V9NhncU5_CE
James Morrison,You Give Me Something,2.0,1.0,https://youtube.com/watch?v=UZp6dhheriM
Snow Patrol,You're All I Have,2.0,1.0,https://youtube.com/watch?v=C8AQPGKcZOk
The Fray,How to Save a Life,2.0,1.0,https://youtube.com/watch?v=cjVQ36NhbMk
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),1.0,2.0,https://youtube.com/watch?v=tLyw7jytykE
My Chemical Romance,Welcome to the Black Parade,2.0,0.0,https://youtube.com/watch?v=RRKJiM9Njr8
Razorlight,In The Morning,2.0,2.0,https://youtube.com/watch?v=GJYRaTTgdpA
The All-American Rejects,Dirty Little Secret,2.0,1.0,https://youtube.com/watch?v=gPDcwjJ8pLg
James Morrison,Wonderful World,2.0,1.0,https://youtube.com/watch?v=OuoaKai_L00
Chris Brown,Yo (Excuse Me Miss),1.0,1.0,https://youtube.com/watch?v=yn_6LC4loY8
P!nk,Who Knew,2.0,1.0,https://youtube.com/watch?v=NJWIbIe0N90
The Kooks,Naive,2.0,2.0,https://youtube.com/watch?v=jkaMiaRLgvY
Leona Lewis,Bleeding Love,1.0,0.0,https://youtube.com/watch?v=Vzo-EL_62fQ
Rihanna,Umbrella,2.0,1.0,https://youtube.com/watch?v=CvBfHwUxHIk
Britney Spears,Gimme More,2.0,1.0,https://youtube.com/watch?v=elueA2rofoo
Fergie,Big Girls Don't Cry (Personal),1.0,0.0,https://youtube.com/watch?v=agrXgrAgQ0U
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,2.0,2.0,https://youtube.com/watch?v=q2ceMncib5g
Plain White T's,Hey There Delilah,0.0,0.0,https://youtube.com/watch?v=h_m-BjrxmgI
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),2.0,1.0,https://youtube.com/watch?v=jxyMlnkEenE
Gwen Stefani,The Sweet Escape,2.0,2.0,https://youtube.com/watch?v=O0lf_fE3HwA
Timbaland,The Way I Are,2.0,2.0,https://youtube.com/watch?v=U5rLz5AZBIA
Nelly Furtado,Say It Right,2.0,2.0,https://youtube.com/watch?v=6JnGBs88sL0
Ida Corr,Let Me Think About It,2.0,2.0,https://youtube.com/watch?v=19WUwZYM7bM
Alex Gaudino,Destination Calabria - Radio Edit,2.0,0.0,https://youtube.com/watch?v=kE0unyetlBw
September,Cry for You,2.0,2.0,https://youtube.com/watch?v=OkTpqcFt5tY
Akon,Smack That,2.0,2.0,https://youtube.com/watch?v=bKDdT_nyP54
Timbaland,Give It To Me,2.0,2.0,https://youtube.com/watch?v=Ju7_j6UtlQ0
50 Cent,Ayo Technology,2.0,1.0,https://youtube.com/watch?v=5RDSkR8_AQ0
Eric Prydz,Proper Education - Radio Edit,2.0,0.0,https://youtube.com/watch?v=I-p04gEaIog
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,2.0,1.0,https://youtube.com/watch?v=xMuuJ26MlzM
Ciara,Like a Boy,2.0,1.0,https://youtube.com/watch?v=_HKH7Emy1SY
Kanye West,Stronger,2.0,1.0,https://youtube.com/watch?v=PsO6ZnUZI0g
Beyoncé,Beautiful Liar,2.0,1.0,https://youtube.com/watch?v=QrOe2h9RtWI
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,2.0,2.0,https://youtube.com/watch?v=cRqTvWWX70Y
Akon,I Wanna Love You,1.0,1.0,https://youtube.com/watch?v=GJzF7H2e3Tw
Soulja Boy,Crank That (Soulja Boy),2.0,2.0,https://youtube.com/watch?v=8UFIYGkROII
Fat Joe,Make It Rain,2.0,2.0,https://youtube.com/watch?v=fls8VU7XClU
P!nk,U + Ur Hand,2.0,2.0,https://youtube.com/watch?v=YUtHjOvPKT0
Rihanna,Shut Up And Drive,2.0,2.0,https://youtube.com/watch?v=up7pvPqNkuU
Lloyd,Get It Shawty,2.0,2.0,https://youtube.com/watch?v=FADxR_aFPa4
Kanye West,Can't Tell Me Nothing,1.0,0.0,https://youtube.com/watch?v=E58qLXBfLrs
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,2.0,2.0,https://youtube.com/watch?v=TIMlMwbOMps
Linkin Park,What I've Done,2.0,0.0,https://youtube.com/watch?v=8sgycukafqQ
Keyshia Cole,Last Night,2.0,2.0,https://youtube.com/watch?v=AxFhwtwiw6o
Chris Brown,Kiss Kiss (feat. T-Pain),1.0,1.0,https://youtube.com/watch?v=eNII9PDlFJ0
Shop Boyz,Party Like A Rock Star,2.0,2.0,https://youtube.com/watch?v=82vpIsQ3lX8
Finger Eleven,Paralyzer,2.0,2.0,https://youtube.com/watch?v=BJk6gZuPKRE
Justin Timberlake,Summer Love,1.0,1.0,https://youtube.com/watch?v=SpmCfl2UrPc
MiMS,This Is Why I'm Hot,1.0,1.0,https://youtube.com/watch?v=TwyE3WJ4AWo
Fabolous,Make Me Better,1.0,1.0,https://youtube.com/watch?v=zyz1oAHY-_g
Seether,Fake It,2.0,1.0,https://youtube.com/watch?v=gy8HPSIFXEM
Take That,Patience,2.0,1.0,https://youtube.com/watch?v=273eSvOwpKk
Arctic Monkeys,Brianstorm,2.0,1.0,https://youtube.com/watch?v=30w8DyEJ__0
Justin Timberlake,My Love (feat. T.I.),2.0,2.0,https://youtube.com/watch?v=xjpe7EGyiw8
Fergie,Glamorous,2.0,1.0,https://youtube.com/watch?v=q0SyUgw98tE
Linkin Park,Bleed It Out,2.0,1.0,https://youtube.com/watch?v=OnuuYcqhzCE
My Chemical Romance,Teenagers,2.0,2.0,https://youtube.com/watch?v=k6EQAOmJrbw
Calvin Harris,Acceptable in the 80's,2.0,2.0,https://youtube.com/watch?v=dOV5WXISM24
Sugababes,About You Now,2.0,1.0,https://youtube.com/watch?v=Fu2uXI8CrU8
Avril Lavigne,Girlfriend,2.0,2.0,https://youtube.com/watch?v=Bg59q4puhmg
Ne-Yo,Because Of You,1.0,2.0,https://youtube.com/watch?v=atz_aZA3rf0
Daughtry,It's Not Over,2.0,1.0,https://youtube.com/watch?v=UQ92eyxnxmQ
Unk,Walk It Out,2.0,2.0,https://youtube.com/watch?v=pxjZM-d_ShI
Lloyd,You,2.0,2.0,https://youtube.com/watch?v=gfoD2ILKEYk
Klaxons,Golden Skans,2.0,2.0,https://youtube.com/watch?v=q-SJjFcnsGs
T-Pain,Bartender (feat. Akon),1.0,1.0,https://youtube.com/watch?v=Lt2wjJlP2N4
Baby Boy Da Prince,The Way I Live - Main Explicit,1.0,2.0,https://youtube.com/watch?v=2kZCe6eZqV8
Fergie,Fergalicious,1.0,2.0,https://youtube.com/watch?v=5T0utQ-XWGY
Omarion,Ice Box,2.0,2.0,https://youtube.com/watch?v=jQybgJCswF0
Pretty Ricky,On the Hotline - Amended Version,2.0,2.0,https://youtube.com/watch?v=CtOGprN6jA0
Nickelback,Rockstar,2.0,2.0,https://youtube.com/watch?v=DmeUuoxyt_E
Fall Out Boy,Thnks fr th Mmrs,2.0,1.0,https://youtube.com/watch?v=onzL0EM1pKY
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),2.0,2.0,https://youtube.com/watch?v=QUuKvHHt8Sk
All Time Low,"Dear Maria, Count Me In",2.0,1.0,https://youtube.com/watch?v=GcNiKCmWdYE
Amy Winehouse,Back To Black,1.0,1.0,https://youtube.com/watch?v=TJAfLE39ZZ8
Keyshia Cole,Let It Go,2.0,2.0,https://youtube.com/watch?v=Hybj2Gfk6G8
Ciara,Promise,1.0,1.0,https://youtube.com/watch?v=UcGWy7xUZQE
Enrique Iglesias,Do You Know? (The Ping Pong Song),2.0,2.0,https://youtube.com/watch?v=UqON44CLaQM
T2,Heartbroken - Edit,2.0,2.0,https://youtube.com/watch?v=W2SLeBZSe9A
Robyn,With Every Heartbeat,2.0,1.0,https://youtube.com/watch?v=-ojHWQrm4UM
Maroon 5,Makes Me Wonder,2.0,2.0,https://youtube.com/watch?v=sAebYQgy4n4
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2.0,1.0,https://youtube.com/watch?v=GNm5drtAQXs
Paramore,Misery Business,2.0,2.0,https://youtube.com/watch?v=aCyGvGEtOwc
Hinder,Better Than Me,2.0,0.0,https://youtube.com/watch?v=TEXBmw2jBcA
Huey,"Pop, Lock & Drop It - Video Edit",1.0,1.0,https://youtube.com/watch?v=WEYMaSoXQUM
Foo Fighters,The Pretender,2.0,1.0,https://youtube.com/watch?v=SBjQ9tuuTJQ
Plies,Shawty (feat. T Pain),2.0,0.0,https://youtube.com/watch?v=vJ7k0XZqdaU
Kaiser Chiefs,Ruby,2.0,1.0,https://youtube.com/watch?v=qObzgUfCl28
Mark Ronson,Stop Me (feat. Daniel Merriweather),2.0,1.0,https://youtube.com/watch?v=pUWnEsG6nF4
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),1.0,2.0,https://youtube.com/watch?v=xrTcnFCALEc
Jim Jones,We Fly High,2.0,1.0,https://youtube.com/watch?v=0QIy2jqAuXU
The Red Jumpsuit Apparatus,Face Down,2.0,1.0,https://youtube.com/watch?v=6Ux6SlOE9Qk
MIKA,Grace Kelly,2.0,2.0,https://youtube.com/watch?v=0CGVgAYJyjk
Christina Aguilera,Candyman,2.0,2.0,https://youtube.com/watch?v=-ScjucUV8v0
Sean Kingston,Beautiful Girls,1.0,2.0,https://youtube.com/watch?v=7lBUiFdQLu0
Akon,Don't Matter,1.0,1.0,https://youtube.com/watch?v=JWA5hJl4Dv0
James Blunt,1973,2.0,2.0,https://youtube.com/watch?v=uWeqeQkjLto
Carrie Underwood,Before He Cheats,2.0,0.0,https://youtube.com/watch?v=WaSy8yy-mr8
Just Jack,Starz In Their Eyes,2.0,1.0,https://youtube.com/watch?v=H9RunljdHow
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),1.0,1.0,https://youtube.com/watch?v=dBrRBZy8OTs
Bone Thugs-N-Harmony,I Tried,2.0,1.0,https://youtube.com/watch?v=q4EiBFUpFXg
Avril Lavigne,When You're Gone,2.0,0.0,https://youtube.com/watch?v=0G3_kG5FFfQ
Rich Boy,Throw Some D's,2.0,1.0,https://youtube.com/watch?v=pudIZbCRq_c
MIKA,Love Today,2.0,1.0,https://youtube.com/watch?v=AWiccrTB4LM
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),2.0,1.0,https://youtube.com/watch?v=77LZ13K73FA
Elliott Yamin,Wait for You,1.0,1.0,https://youtube.com/watch?v=xaHyvAMLk7U
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2.0,1.0,https://youtube.com/watch?v=sXJXLq1lN7U
Boys Like Girls,The Great Escape,2.0,1.0,https://youtube.com/watch?v=JGPgxoIPY6Q
Take That,Rule The World - Radio Edit,2.0,1.0,https://youtube.com/watch?v=vEcIQzbeWno
J. Holiday,Bed,1.0,2.0,https://youtube.com/watch?v=82t_UOMHPJY
Red Hot Chili Peppers,Snow (Hey Oh),2.0,1.0,https://youtube.com/watch?v=yuFI5KSPAt4
Ludacris,Runaway Love,2.0,2.0,https://youtube.com/watch?v=ISvMS6s41vY
Flo Rida,Low (feat. T-Pain),1.0,0.0,https://youtube.com/watch?v=U2waT9TxPU0
Katy Perry,I Kissed A Girl,2.0,2.0,https://youtube.com/watch?v=tAp9BKosZXs
Rihanna,Take A Bow,1.0,1.0,https://youtube.com/watch?v=J3UjJ4wKLkg
Alicia Keys,No One,1.0,0.0,https://youtube.com/watch?v=rywUS-ohqeE
Timbaland,Apologize,1.0,0.0,https://youtube.com/watch?v=ZSM3w1v-A_Y
Ne-Yo,Miss Independent,2.0,2.0,https://youtube.com/watch?v=k6M5C-oKw9k
Chris Brown,With You,2.0,1.0,https://youtube.com/watch?v=nmjdaBaZe8Y
Beyoncé,If I Were a Boy,1.0,1.0,https://youtube.com/watch?v=AWpsOqh8q0M
Kardinal Offishall,Dangerous,2.0,2.0,https://youtube.com/watch?v=Ro7yHf_pU14
Madcon,Beggin (original version),2.0,1.0,https://youtube.com/watch?v=zrFI2gJSuwA
September,Cry for You,2.0,2.0,https://youtube.com/watch?v=OkTpqcFt5tY
Rihanna,Disturbia,2.0,2.0,https://youtube.com/watch?v=E1mU6h4Xdxc
Guru Josh Project,Infinity 2008,2.0,1.0,https://youtube.com/watch?v=dL3AiuTsbOU
Britney Spears,Break the Ice,2.0,2.0,https://youtube.com/watch?v=eQFIKP9rGhQ
Lil Wayne,Lollipop,1.0,1.0,https://youtube.com/watch?v=xmj2QSbRZLE
Basshunter,Now You're Gone - Video Edit,2.0,1.0,https://youtube.com/watch?v=Xk-7zlKICEs
Kanye West,Flashing Lights,1.0,1.0,https://youtube.com/watch?v=ila-hAUXR5U
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),2.0,2.0,https://youtube.com/watch?v=aAQZPBwz2CI
Katy Perry,Hot N Cold,2.0,2.0,https://youtube.com/watch?v=kTHNpusq654
Rihanna,Don't Stop The Music,2.0,1.0,https://youtube.com/watch?v=yd8jh9QYfEs
Snoop Dogg,Sensual Seduction,2.0,1.0,https://youtube.com/watch?v=Y1PVmANeyAg
Akon,Right Now (Na Na Na),2.0,1.0,https://youtube.com/watch?v=vIaH35-MLsk
Britney Spears,Womanizer,2.0,0.0,https://youtube.com/watch?v=rMqayQ-U74s
Eric Prydz,Pjanoo - Radio Edit,2.0,2.0,https://youtube.com/watch?v=j26esoayz2c
Kelly Rowland,Work,2.0,1.0,https://youtube.com/watch?v=9uZczPvm4jk
Jeezy,Put On,2.0,0.0,https://youtube.com/watch?v=1aEImx74gLA
Madonna,Give It 2 Me,2.0,2.0,https://youtube.com/watch?v=aQRLSBUNupg
The Pussycat Dolls,When I Grow Up,2.0,1.0,https://youtube.com/watch?v=K0K46C82v9o
will.i.am,Heartbreaker,1.0,1.0,https://youtube.com/watch?v=zUJqYx4Z9js
Soulja Boy,Crank That (Soulja Boy),2.0,2.0,https://youtube.com/watch?v=8UFIYGkROII
Britney Spears,Piece of Me,1.0,2.0,https://youtube.com/watch?v=u4FF6MpcsRw
T.I.,Live Your Life,2.0,1.0,https://youtube.com/watch?v=koVHN6eO4Xg
Ne-Yo,Closer,2.0,1.0,https://youtube.com/watch?v=z_aC5xPQ2f4
Lil Wayne,A Milli,2.0,2.0,https://youtube.com/watch?v=1Vf4mMCpNY0
Colby O'Donis,What You Got,1.0,0.0,https://youtube.com/watch?v=Lbtyif6s9ZA
Miley Cyrus,See You Again,2.0,2.0,https://youtube.com/watch?v=krNNMFpA1wY
Basshunter,All I Ever Wanted - Radio Edit,2.0,1.0,https://youtube.com/watch?v=PCwJb6aWDUQ
Chris Brown,Kiss Kiss (feat. T-Pain),1.0,1.0,https://youtube.com/watch?v=eNII9PDlFJ0
Finger Eleven,Paralyzer,2.0,2.0,https://youtube.com/watch?v=BJk6gZuPKRE
Alesha Dixon,The Boy Does Nothing,2.0,2.0,https://youtube.com/watch?v=nAeLZs1JSR8
Dizzee Rascal,Dance Wiv Me - Radio Edit,2.0,2.0,https://youtube.com/watch?v=EQy93M9m8cU
