artist,song,e_label,v_label,youtube_link
Calvin Harris,Giant (with Rag'n'Bone Man),2.0,1.0,https://youtube.com/watch?v=ir6nk2zrMG0
Ed Sheeran,Take Me Back to London (feat. Stormzy),2.0,1.0,https://youtube.com/watch?v=XJQy_R9CYR4
Cardi B,Please Me,1.0,1.0,https://youtube.com/watch?v=3y-O-4IL-PU
Stormzy,Vossi Bop,1.0,1.0,https://youtube.com/watch?v=9ClYy0MxsU0
Tones And I,Dance Monkey,1.0,1.0,https://youtube.com/watch?v=q0hyYWKXF0Q
Ariana Grande,boyfriend (with Social House),2.0,2.0,https://youtube.com/watch?v=9SRxBTtspYM
Bad Bunny,Callaita,1.0,0.0,https://youtube.com/watch?v=acEOASYioGY
Ava Max,So Am I,1.0,1.0,https://youtube.com/watch?v=SxGLPVvNjvY
Pedro Capó,Calma - Remix,2.0,2.0,https://youtube.com/watch?v=1_zgKRBrT0Y
J. Cole,MIDDLE CHILD,1.0,1.0,https://youtube.com/watch?v=WILNIXZr2oc
Lunay,Soltera - Remix,2.0,2.0,https://youtube.com/watch?v=8zQTfGbyY5I
Khalid,Better,1.0,0.0,https://youtube.com/watch?v=x3bfa3DZ8JM
Blueface,Thotiana,1.0,1.0,https://youtube.com/watch?v=v_qFfgTYdSo
DaBaby,Suge,1.0,2.0,https://youtube.com/watch?v=KvuQNNVrbtM
AJ Tracey,Ladbroke Grove,2.0,2.0,https://youtube.com/watch?v=r_Q40kOt9X0
Billie Eilish,bury a friend,1.0,0.0,https://youtube.com/watch?v=HUHC9tYz8ik
BTS,Boy With Luv (feat. Halsey),2.0,2.0,https://youtube.com/watch?v=XsX3ATc3FbA
Wiley,Boasty (feat. Idris Elba),2.0,1.0,https://youtube.com/watch?v=Vo6XYUJ7Eys
Jonas Brothers,Only Human,1.0,2.0,https://youtube.com/watch?v=kBNt8hYvn8A
5 Seconds of Summer,Easier,1.0,1.0,https://youtube.com/watch?v=b1dFSWLJ9wY
Avicii,SOS (feat. Aloe Blacc),1.0,1.0,https://youtube.com/watch?v=u8tdT5pAE34
"Tyler, The Creator",EARFQUAKE,1.0,1.0,https://youtube.com/watch?v=HmAsUQEFYGI
Ashley O,On A Roll,2.0,1.0,https://youtube.com/watch?v=ptgLn76Mue8
Dominic Fike,3 Nights,1.0,2.0,https://youtube.com/watch?v=OWKzRngush4
Sigala,Wish You Well,2.0,1.0,https://youtube.com/watch?v=1OK1OqA-En4
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2.0,1.0,https://youtube.com/watch?v=FbcLcSY2au4
Anuel AA,Secreto,2.0,2.0,https://youtube.com/watch?v=gFZfwWZV074
Sam Feldt,Post Malone (feat. RANI),1.0,1.0,https://youtube.com/watch?v=TewoJFN61mI
Kehlani,Nights Like This (feat. Ty Dolla $ign),2.0,0.0,https://youtube.com/watch?v=I99qCuWx1mI
Sech,Otro Trago,2.0,1.0,https://youtube.com/watch?v=t_qn-f7XfJo
Post Malone,Better Now,1.0,1.0,https://youtube.com/watch?v=UYwF-jdcVjY
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2.0,1.0,https://youtube.com/watch?v=aKo4x2gjJPw
Lauv,i'm so tired...,2.0,1.0,https://youtube.com/watch?v=xjEHsoSuFyM
iann dior,gone girl,2.0,1.0,https://youtube.com/watch?v=L1CRfMZVZC4
Panic! At The Disco,High Hopes,2.0,2.0,https://youtube.com/watch?v=IPXIgEAGe4U
Marshmello,One Thing Right,1.0,1.0,https://youtube.com/watch?v=29a6o5vRKVM
Sam Smith,How Do You Sleep?,2.0,1.0,https://youtube.com/watch?v=PmYypVozQb4
NSG,Options,1.0,2.0,https://youtube.com/watch?v=E34REPgVpXk
Normani,Motivation,2.0,2.0,https://youtube.com/watch?v=FKXSh14svlQ
Joel Corry,Sorry,2.0,2.0,https://youtube.com/watch?v=TjstYyrD8d8
Post Malone,Goodbyes (Feat. Young Thug),1.0,0.0,https://youtube.com/watch?v=ba7mB8oueCY
Jonas Brothers,Sucker,2.0,2.0,https://youtube.com/watch?v=CnAmeh0-E-U
Taylor Swift,Cruel Summer,2.0,1.0,https://youtube.com/watch?v=ic8j13piAhQ
Blanco Brown,The Git Up,2.0,2.0,https://youtube.com/watch?v=DT4kQlM5xuE
Sam Smith,Dancing With A Stranger (with Normani),1.0,1.0,https://youtube.com/watch?v=av5JD1dfj_c
Post Malone,Circles,2.0,1.0,https://youtube.com/watch?v=0sca9FP6zl8
